assembly_accession	taxid	species_taxid	organism_name
GCF_001527605.1	488732	488732	Burkholderia diffusa
GCF_001524385.1	488732	488732	Burkholderia diffusa
GCF_001532105.1	488732	488732	Burkholderia diffusa
GCF_001523065.1	488732	488732	Burkholderia diffusa
GCF_014645315.1	489142	489142	Citricoccus zhacaiensis
GCF_014202595.1	489910	489910	Nosocomiicoccus ampullae
GCF_001696685.1	489910	489910	Nosocomiicoccus ampullae
GCF_014647115.1	489911	489911	Halarchaeum rubridurum
GCF_017873775.1	489911	489911	Halarchaeum rubridurum
GCF_017874335.1	489912	489912	Halarchaeum salinum
GCF_014647155.1	489913	489913	Halarchaeum nitratireducens
GCF_016595525.1	490093	490093	Haloferula rosea
GCF_007859075.1	490185	490185	Gemmobacter aquaticus
GCF_007859075.1	490185	490185	Gemmobacter aquaticus
GCF_014645295.1	490185	490185	Gemmobacter aquaticus
GCF_014645295.1	490185	490185	Gemmobacter aquaticus
GCF_900129825.1	490188	490188	Hydrocarboniphaga daqingensis
GCF_900101895.1	490189	490189	Flavobacterium caeni
GCF_900111885.1	490629	490629	Amycolatopsis marina
GCF_900100005.1	490829	490829	Lutimaribacter saemankumensis
GCF_017872975.1	490979	490979	Rubellimicrobium aerolatum
GCF_016900185.1	491921	491921	Megamonas rupellensis
GCF_003458205.1	491921	491921	Megamonas rupellensis
GCF_003439315.1	491921	491921	Megamonas rupellensis
GCF_003457635.1	491921	491921	Megamonas rupellensis
GCF_014651915.1	491923	491923	Parvularcula lutaonensis
GCF_004362145.1	491947	491947	Marinomonas balearica
GCF_003387375.1	491954	491954	Marinomonas pollencensis
GCF_900100975.1	492660	492660	Methylophilus rhizosphaerae
GCF_013284585.1	492670	492670	Bacillus velezensis
GCF_013284585.1	492670	492670	Bacillus velezensis
GCF_016801735.1	492670	492670	Bacillus velezensis
GCF_016801735.1	492670	492670	Bacillus velezensis
GCF_002327165.1	492670	492670	Bacillus velezensis
GCF_002327165.1	492670	492670	Bacillus velezensis
GCF_007678125.1	492670	492670	Bacillus velezensis
GCF_007678125.1	492670	492670	Bacillus velezensis
GCF_013284575.1	492670	492670	Bacillus velezensis
GCF_013284575.1	492670	492670	Bacillus velezensis
GCF_009789615.1	492670	492670	Bacillus velezensis
GCF_009789615.1	492670	492670	Bacillus velezensis
GCF_007844975.1	492670	492670	Bacillus velezensis
GCF_007844975.1	492670	492670	Bacillus velezensis
GCF_014204475.1	492670	492670	Bacillus velezensis
GCF_014204475.1	492670	492670	Bacillus velezensis
GCF_014180705.2	492670	492670	Bacillus velezensis
GCF_014180705.2	492670	492670	Bacillus velezensis
GCF_000988345.1	492670	492670	Bacillus velezensis
GCF_000988345.1	492670	492670	Bacillus velezensis
GCF_000786145.2	492670	492670	Bacillus velezensis
GCF_000786145.2	492670	492670	Bacillus velezensis
GCF_002271515.1	492670	492670	Bacillus velezensis
GCF_002271515.1	492670	492670	Bacillus velezensis
GCF_016415725.1	492670	492670	Bacillus velezensis
GCF_016415725.1	492670	492670	Bacillus velezensis
GCF_002002555.1	492670	492670	Bacillus velezensis
GCF_002002555.1	492670	492670	Bacillus velezensis
GCF_004119855.1	492670	492670	Bacillus velezensis
GCF_004119855.1	492670	492670	Bacillus velezensis
GCF_018499155.1	492670	492670	Bacillus velezensis
GCF_018499155.1	492670	492670	Bacillus velezensis
GCF_003150855.1	492670	492670	Bacillus velezensis
GCF_003150855.1	492670	492670	Bacillus velezensis
GCF_012275165.1	492670	492670	Bacillus velezensis
GCF_012275165.1	492670	492670	Bacillus velezensis
GCF_007845055.1	492670	492670	Bacillus velezensis
GCF_007845055.1	492670	492670	Bacillus velezensis
GCF_009362235.1	492670	492670	Bacillus velezensis
GCF_009362235.1	492670	492670	Bacillus velezensis
GCF_009914135.1	492670	492670	Bacillus velezensis
GCF_009914135.1	492670	492670	Bacillus velezensis
GCF_003012025.1	492670	492670	Bacillus velezensis
GCF_003012025.1	492670	492670	Bacillus velezensis
GCF_015291865.1	492670	492670	Bacillus velezensis
GCF_015291865.1	492670	492670	Bacillus velezensis
GCF_002057535.1	492670	492670	Bacillus velezensis
GCF_002057535.1	492670	492670	Bacillus velezensis
GCF_004101805.1	492670	492670	Bacillus velezensis
GCF_004101805.1	492670	492670	Bacillus velezensis
GCF_006974185.1	492670	492670	Bacillus velezensis
GCF_006974185.1	492670	492670	Bacillus velezensis
GCF_002216755.1	492670	492670	Bacillus velezensis
GCF_002216755.1	492670	492670	Bacillus velezensis
GCF_018398955.1	492670	492670	Bacillus velezensis
GCF_018398955.1	492670	492670	Bacillus velezensis
GCF_007681655.1	492670	492670	Bacillus velezensis
GCF_007681655.1	492670	492670	Bacillus velezensis
GCF_003184945.1	492670	492670	Bacillus velezensis
GCF_003184945.1	492670	492670	Bacillus velezensis
GCF_004118065.1	492670	492670	Bacillus velezensis
GCF_004118065.1	492670	492670	Bacillus velezensis
GCF_008802875.1	492670	492670	Bacillus velezensis
GCF_008802875.1	492670	492670	Bacillus velezensis
GCF_018406485.1	492670	492670	Bacillus velezensis
GCF_018406485.1	492670	492670	Bacillus velezensis
GCF_017347625.1	492670	492670	Bacillus velezensis
GCF_017347625.1	492670	492670	Bacillus velezensis
GCF_004119735.1	492670	492670	Bacillus velezensis
GCF_004119735.1	492670	492670	Bacillus velezensis
GCF_009935175.1	492670	492670	Bacillus velezensis
GCF_009935175.1	492670	492670	Bacillus velezensis
GCF_012844135.1	492670	492670	Bacillus velezensis
GCF_012844135.1	492670	492670	Bacillus velezensis
GCF_001023595.1	492670	492670	Bacillus velezensis
GCF_001023595.1	492670	492670	Bacillus velezensis
GCF_001723585.1	492670	492670	Bacillus velezensis
GCF_001723585.1	492670	492670	Bacillus velezensis
GCF_011032725.1	492670	492670	Bacillus velezensis
GCF_011032725.1	492670	492670	Bacillus velezensis
GCF_018771665.1	492670	492670	Bacillus velezensis
GCF_018771665.1	492670	492670	Bacillus velezensis
GCF_001709045.1	492670	492670	Bacillus velezensis
GCF_001709045.1	492670	492670	Bacillus velezensis
GCF_002272465.1	492670	492670	Bacillus velezensis
GCF_002272465.1	492670	492670	Bacillus velezensis
GCF_014764325.1	492670	492670	Bacillus velezensis
GCF_014764325.1	492670	492670	Bacillus velezensis
GCF_002850475.1	492670	492670	Bacillus velezensis
GCF_002850475.1	492670	492670	Bacillus velezensis
GCF_002998915.1	492670	492670	Bacillus velezensis
GCF_002998915.1	492670	492670	Bacillus velezensis
GCF_002245385.1	492670	492670	Bacillus velezensis
GCF_002245385.1	492670	492670	Bacillus velezensis
GCF_009768905.1	492670	492670	Bacillus velezensis
GCF_009768905.1	492670	492670	Bacillus velezensis
GCF_016766595.1	492670	492670	Bacillus velezensis
GCF_016766595.1	492670	492670	Bacillus velezensis
GCF_005636205.1	492670	492670	Bacillus velezensis
GCF_005636205.1	492670	492670	Bacillus velezensis
GCF_018223705.1	492670	492670	Bacillus velezensis
GCF_018223705.1	492670	492670	Bacillus velezensis
GCF_003285085.1	492670	492670	Bacillus velezensis
GCF_003285085.1	492670	492670	Bacillus velezensis
GCF_009193045.1	492670	492670	Bacillus velezensis
GCF_009193045.1	492670	492670	Bacillus velezensis
GCF_009935125.1	492670	492670	Bacillus velezensis
GCF_009935125.1	492670	492670	Bacillus velezensis
GCF_003583945.1	492670	492670	Bacillus velezensis
GCF_003583945.1	492670	492670	Bacillus velezensis
GCF_003265825.1	492670	492670	Bacillus velezensis
GCF_003265825.1	492670	492670	Bacillus velezensis
GCF_008727675.1	492670	492670	Bacillus velezensis
GCF_008727675.1	492670	492670	Bacillus velezensis
GCF_004337655.1	492670	492670	Bacillus velezensis
GCF_004337655.1	492670	492670	Bacillus velezensis
GCF_004329055.1	492670	492670	Bacillus velezensis
GCF_004329055.1	492670	492670	Bacillus velezensis
GCF_001593395.2	492670	492670	Bacillus velezensis
GCF_001593395.2	492670	492670	Bacillus velezensis
GCF_018771705.1	492670	492670	Bacillus velezensis
GCF_018771705.1	492670	492670	Bacillus velezensis
GCF_014048285.1	492670	492670	Bacillus velezensis
GCF_014048285.1	492670	492670	Bacillus velezensis
GCF_009856975.1	492670	492670	Bacillus velezensis
GCF_009856975.1	492670	492670	Bacillus velezensis
GCF_018775385.1	492670	492670	Bacillus velezensis
GCF_018775385.1	492670	492670	Bacillus velezensis
GCF_001536925.1	492670	492670	Bacillus velezensis
GCF_001536925.1	492670	492670	Bacillus velezensis
GCF_013284545.1	492670	492670	Bacillus velezensis
GCF_013284545.1	492670	492670	Bacillus velezensis
GCF_013284475.1	492670	492670	Bacillus velezensis
GCF_013284475.1	492670	492670	Bacillus velezensis
GCF_001647965.1	492670	492670	Bacillus velezensis
GCF_001647965.1	492670	492670	Bacillus velezensis
GCF_018415955.1	492670	492670	Bacillus velezensis
GCF_018415955.1	492670	492670	Bacillus velezensis
GCF_003573875.1	492670	492670	Bacillus velezensis
GCF_003573875.1	492670	492670	Bacillus velezensis
GCF_003855275.1	492670	492670	Bacillus velezensis
GCF_003855275.1	492670	492670	Bacillus velezensis
GCF_002998885.1	492670	492670	Bacillus velezensis
GCF_002998885.1	492670	492670	Bacillus velezensis
GCF_008367895.1	492670	492670	Bacillus velezensis
GCF_008367895.1	492670	492670	Bacillus velezensis
GCF_013367755.1	492670	492670	Bacillus velezensis
GCF_013367755.1	492670	492670	Bacillus velezensis
GCF_007681715.1	492670	492670	Bacillus velezensis
GCF_007681715.1	492670	492670	Bacillus velezensis
GCF_013701805.1	492670	492670	Bacillus velezensis
GCF_013701805.1	492670	492670	Bacillus velezensis
GCF_002105595.1	492670	492670	Bacillus velezensis
GCF_002105595.1	492670	492670	Bacillus velezensis
GCF_003990455.1	492670	492670	Bacillus velezensis
GCF_003990455.1	492670	492670	Bacillus velezensis
GCF_004118035.1	492670	492670	Bacillus velezensis
GCF_004118035.1	492670	492670	Bacillus velezensis
GCF_002796465.1	492670	492670	Bacillus velezensis
GCF_002796465.1	492670	492670	Bacillus velezensis
GCF_000769555.1	492670	492670	Bacillus velezensis
GCF_000769555.1	492670	492670	Bacillus velezensis
GCF_012647845.1	492670	492670	Bacillus velezensis
GCF_012647845.1	492670	492670	Bacillus velezensis
GCF_013285045.1	492670	492670	Bacillus velezensis
GCF_013285045.1	492670	492670	Bacillus velezensis
GCF_001854345.1	492670	492670	Bacillus velezensis
GCF_001854345.1	492670	492670	Bacillus velezensis
GCF_002944585.1	492670	492670	Bacillus velezensis
GCF_002944585.1	492670	492670	Bacillus velezensis
GCF_003390415.1	492670	492670	Bacillus velezensis
GCF_003390415.1	492670	492670	Bacillus velezensis
GCF_003854915.1	492670	492670	Bacillus velezensis
GCF_003854915.1	492670	492670	Bacillus velezensis
GCF_013348705.1	492670	492670	Bacillus velezensis
GCF_013348705.1	492670	492670	Bacillus velezensis
GCF_001440465.1	492670	492670	Bacillus velezensis
GCF_001440465.1	492670	492670	Bacillus velezensis
GCF_002803375.1	492670	492670	Bacillus velezensis
GCF_002803375.1	492670	492670	Bacillus velezensis
GCF_001647945.1	492670	492670	Bacillus velezensis
GCF_001647945.1	492670	492670	Bacillus velezensis
GCF_017309035.1	492670	492670	Bacillus velezensis
GCF_017309035.1	492670	492670	Bacillus velezensis
GCF_001723375.1	492670	492670	Bacillus velezensis
GCF_001723375.1	492670	492670	Bacillus velezensis
GCF_011756385.1	492670	492670	Bacillus velezensis
GCF_011756385.1	492670	492670	Bacillus velezensis
GCF_013201465.1	492670	492670	Bacillus velezensis
GCF_013201465.1	492670	492670	Bacillus velezensis
GCF_017742975.1	492670	492670	Bacillus velezensis
GCF_017742975.1	492670	492670	Bacillus velezensis
GCF_002205715.1	492670	492670	Bacillus velezensis
GCF_002205715.1	492670	492670	Bacillus velezensis
GCF_013285085.1	492670	492670	Bacillus velezensis
GCF_013285085.1	492670	492670	Bacillus velezensis
GCF_013694265.1	492670	492670	Bacillus velezensis
GCF_013694265.1	492670	492670	Bacillus velezensis
GCF_002747285.1	492670	492670	Bacillus velezensis
GCF_002747285.1	492670	492670	Bacillus velezensis
GCF_001469675.1	492670	492670	Bacillus velezensis
GCF_001469675.1	492670	492670	Bacillus velezensis
GCF_007655015.1	492670	492670	Bacillus velezensis
GCF_007655015.1	492670	492670	Bacillus velezensis
GCF_013284765.1	492670	492670	Bacillus velezensis
GCF_013284765.1	492670	492670	Bacillus velezensis
GCF_016904925.1	492670	492670	Bacillus velezensis
GCF_016904925.1	492670	492670	Bacillus velezensis
GCF_013284555.1	492670	492670	Bacillus velezensis
GCF_013284555.1	492670	492670	Bacillus velezensis
GCF_001709115.1	492670	492670	Bacillus velezensis
GCF_001709115.1	492670	492670	Bacillus velezensis
GCF_003667745.1	492670	492670	Bacillus velezensis
GCF_003667745.1	492670	492670	Bacillus velezensis
GCF_004009895.1	492670	492670	Bacillus velezensis
GCF_004009895.1	492670	492670	Bacillus velezensis
GCF_014706595.1	492670	492670	Bacillus velezensis
GCF_014706595.1	492670	492670	Bacillus velezensis
GCF_003431885.1	492670	492670	Bacillus velezensis
GCF_003431885.1	492670	492670	Bacillus velezensis
GCF_003704405.1	492670	492670	Bacillus velezensis
GCF_003704405.1	492670	492670	Bacillus velezensis
GCF_000508125.1	492670	492670	Bacillus velezensis
GCF_000508125.1	492670	492670	Bacillus velezensis
GCF_014622705.1	492670	492670	Bacillus velezensis
GCF_014622705.1	492670	492670	Bacillus velezensis
GCF_904841115.1	492670	492670	Bacillus velezensis
GCF_904841115.1	492670	492670	Bacillus velezensis
GCF_001692115.1	492670	492670	Bacillus velezensis
GCF_001692115.1	492670	492670	Bacillus velezensis
GCF_904842145.1	492670	492670	Bacillus velezensis
GCF_904842145.1	492670	492670	Bacillus velezensis
GCF_013284745.1	492670	492670	Bacillus velezensis
GCF_013284745.1	492670	492670	Bacillus velezensis
GCF_018732185.1	492670	492670	Bacillus velezensis
GCF_018732185.1	492670	492670	Bacillus velezensis
GCF_015732475.1	492670	492670	Bacillus velezensis
GCF_015732475.1	492670	492670	Bacillus velezensis
GCF_002271355.1	492670	492670	Bacillus velezensis
GCF_002271355.1	492670	492670	Bacillus velezensis
GCF_002272565.1	492670	492670	Bacillus velezensis
GCF_002272565.1	492670	492670	Bacillus velezensis
GCF_002290045.1	492670	492670	Bacillus velezensis
GCF_002290045.1	492670	492670	Bacillus velezensis
GCF_013285055.1	492670	492670	Bacillus velezensis
GCF_013285055.1	492670	492670	Bacillus velezensis
GCF_002761535.1	492670	492670	Bacillus velezensis
GCF_002761535.1	492670	492670	Bacillus velezensis
GCF_006350975.1	492670	492670	Bacillus velezensis
GCF_006350975.1	492670	492670	Bacillus velezensis
GCF_002204665.1	492670	492670	Bacillus velezensis
GCF_002204665.1	492670	492670	Bacillus velezensis
GCF_002071595.1	492670	492670	Bacillus velezensis
GCF_002071595.1	492670	492670	Bacillus velezensis
GCF_003073255.1	492670	492670	Bacillus velezensis
GCF_003073255.1	492670	492670	Bacillus velezensis
GCF_002835205.1	492670	492670	Bacillus velezensis
GCF_002835205.1	492670	492670	Bacillus velezensis
GCF_003568755.1	492670	492670	Bacillus velezensis
GCF_003568755.1	492670	492670	Bacillus velezensis
GCF_001709055.1	492670	492670	Bacillus velezensis
GCF_001709055.1	492670	492670	Bacillus velezensis
GCF_007682255.1	492670	492670	Bacillus velezensis
GCF_007682255.1	492670	492670	Bacillus velezensis
GCF_016834435.1	492670	492670	Bacillus velezensis
GCF_016834435.1	492670	492670	Bacillus velezensis
GCF_014961825.1	492670	492670	Bacillus velezensis
GCF_014961825.1	492670	492670	Bacillus velezensis
GCF_004115935.1	492670	492670	Bacillus velezensis
GCF_004115935.1	492670	492670	Bacillus velezensis
GCF_002310315.1	492670	492670	Bacillus velezensis
GCF_002310315.1	492670	492670	Bacillus velezensis
GCF_013267055.1	492670	492670	Bacillus velezensis
GCF_013267055.1	492670	492670	Bacillus velezensis
GCF_006489275.1	492670	492670	Bacillus velezensis
GCF_006489275.1	492670	492670	Bacillus velezensis
GCF_004119575.1	492670	492670	Bacillus velezensis
GCF_004119575.1	492670	492670	Bacillus velezensis
GCF_006351695.1	492670	492670	Bacillus velezensis
GCF_006351695.1	492670	492670	Bacillus velezensis
GCF_009734085.1	492670	492670	Bacillus velezensis
GCF_009734085.1	492670	492670	Bacillus velezensis
GCF_001687745.1	492670	492670	Bacillus velezensis
GCF_001687745.1	492670	492670	Bacillus velezensis
GCF_016859395.1	492670	492670	Bacillus velezensis
GCF_016859395.1	492670	492670	Bacillus velezensis
GCF_013401395.2	492670	492670	Bacillus velezensis
GCF_013401395.2	492670	492670	Bacillus velezensis
GCF_013284775.1	492670	492670	Bacillus velezensis
GCF_013284775.1	492670	492670	Bacillus velezensis
GCF_005518225.1	492670	492670	Bacillus velezensis
GCF_005518225.1	492670	492670	Bacillus velezensis
GCF_001687195.1	492670	492670	Bacillus velezensis
GCF_001687195.1	492670	492670	Bacillus velezensis
GCF_013122275.1	492670	492670	Bacillus velezensis
GCF_013122275.1	492670	492670	Bacillus velezensis
GCF_018361275.1	492670	492670	Bacillus velezensis
GCF_018361275.1	492670	492670	Bacillus velezensis
GCF_004294525.1	492670	492670	Bacillus velezensis
GCF_004294525.1	492670	492670	Bacillus velezensis
GCF_013875015.1	492670	492670	Bacillus velezensis
GCF_013875015.1	492670	492670	Bacillus velezensis
GCF_000973485.1	492670	492670	Bacillus velezensis
GCF_000973485.1	492670	492670	Bacillus velezensis
GCF_003990425.1	492670	492670	Bacillus velezensis
GCF_003990425.1	492670	492670	Bacillus velezensis
GCF_002276265.1	492670	492670	Bacillus velezensis
GCF_002276265.1	492670	492670	Bacillus velezensis
GCF_001672595.1	492670	492670	Bacillus velezensis
GCF_001672595.1	492670	492670	Bacillus velezensis
GCF_003073455.1	492670	492670	Bacillus velezensis
GCF_003073455.1	492670	492670	Bacillus velezensis
GCF_000875875.2	492670	492670	Bacillus velezensis
GCF_000875875.2	492670	492670	Bacillus velezensis
GCF_010580625.1	492670	492670	Bacillus velezensis
GCF_010580625.1	492670	492670	Bacillus velezensis
GCF_013284695.1	492670	492670	Bacillus velezensis
GCF_013284695.1	492670	492670	Bacillus velezensis
GCF_018224265.1	492670	492670	Bacillus velezensis
GCF_018224265.1	492670	492670	Bacillus velezensis
GCF_003047025.1	492670	492670	Bacillus velezensis
GCF_003047025.1	492670	492670	Bacillus velezensis
GCF_014048385.1	492670	492670	Bacillus velezensis
GCF_014048385.1	492670	492670	Bacillus velezensis
GCF_003321435.1	492670	492670	Bacillus velezensis
GCF_003321435.1	492670	492670	Bacillus velezensis
GCF_003555525.1	492670	492670	Bacillus velezensis
GCF_003555525.1	492670	492670	Bacillus velezensis
GCF_002005345.1	492670	492670	Bacillus velezensis
GCF_002005345.1	492670	492670	Bacillus velezensis
GCF_003265765.1	492670	492670	Bacillus velezensis
